candidatenumber,examYear,Student OpenEMIS ID,secondary,primaryschool,sex,EnglishRawscore,MathRawScore,EnglishConvertedScore,MathconvertedScore,Totals,essay,StudentParish,AddressAreaCode
061011,2024,1530022127,The St Michael School,ST LUKE'S-BRIGHTON PRIMARY,M,84,88,113.89,118.08,231.97,B,ST. GEORGE,SG
061012,2024,1530022115,The St Michael School,ST LUKE'S-BRIGHTON PRIMARY,F,90,81,118.33,114.29,232.62,C,ST. GEORGE,SG
061013,2024,1530022119,The Lester Vaughn School,ST LUKE'S-BRIGHTON PRIMARY,F,68,44,102.05,94.25,196.3,D,ST. GEORGE,SG
061014,2024,1530022128,Deighton Griffith Secondary School,ST LUKE'S-BRIGHTON PRIMARY,F,73,60,105.75,102.91,208.66,B,ST. PHILIP,SPL
061015,2024,1527883245,Springer Memorial Secondary School,ST LUKE'S-BRIGHTON PRIMARY,F,59,40,95.39,92.08,187.47,C,ST. PHILIP,SPL
061018,2024,1643214581,St George Secondary School,ST LUKE'S-BRIGHTON PRIMARY,F,45,43,85.03,93.7,178.73,C,ST. GEORGE,SG
062001,2024,1519922961,St Leonard's Boys Secondary School,ELLERTON PRIMARY,M,64,64,99.09,105.08,204.17,D,ST. GEORGE,SG
062002,2024,1519921194,Parkinson Secondary School,ELLERTON PRIMARY,M,15,23,62.83,82.87,145.7,E,ST. GEORGE,SG
062003,2024,1519921657,St Leonard's Boys Secondary School,ELLERTON PRIMARY,M,33,23,76.15,82.87,159.02,E,ST. GEORGE,SG
062004,2024,1529357983,The Frederick Smith Secondary School,ELLERTON PRIMARY,M,46,8,85.77,74.74,160.51,D,ST. MICHAEL,SM
062005,2024,1537476261,Queen's College,ELLERTON PRIMARY,M,89,97,117.59,122.96,240.55,B,ST. GEORGE,SG
062006,2024,,Princess Margaret Secondary,ELLERTON PRIMARY,M,17,0,64.31,70.41,134.72,E,ST. JOHN,SJN
062007,2024,,St George Secondary School,ELLERTON PRIMARY,M,12,1,60.61,70.95,131.56,E,ST. JOHN,SJN
062008,2024,1519920313,St Leonard's Boys Secondary School,ELLERTON PRIMARY,M,78,80,109.45,113.75,223.2,D,ST. GEORGE,SG
062010,2024,1833657132,The Lodge School,ELLERTON PRIMARY,M,61,78,96.87,112.66,209.53,D,ST. GEORGE,SG
062011,2024,1519923134,St Leonard's Boys Secondary School,ELLERTON PRIMARY,M,31,40,74.67,92.08,166.75,D,ST. GEORGE,SG
062012,2024,1519923043,St Leonard's Boys Secondary School,ELLERTON PRIMARY,M,63,59,98.35,102.37,200.72,D,ST. GEORGE,SG
062013,2024,1519922735,Parkinson Secondary School,ELLERTON PRIMARY,F,40,49,81.33,96.95,178.28,D,ST. GEORGE,SG
062014,2024,,St George Secondary School,ELLERTON PRIMARY,F,38,15,79.85,78.54,158.39,D,ST. GEORGE,SG
062015,2024,1519922114,The Lodge School,ELLERTON PRIMARY,F,79,74,110.19,110.5,220.69,B,ST. GEORGE,SG
062016,2024,1519922822,The Lodge School,ELLERTON PRIMARY,F,74,70,106.49,108.33,214.82,A,ST. GEORGE,SG
062017,2024,1520952796,Parkinson Secondary School,ELLERTON PRIMARY,F,61,23,96.87,82.87,179.74,B,ST. GEORGE,SG
062018,2024,1536166043,Princess Margaret Secondary,ELLERTON PRIMARY,F,23,10,68.75,75.83,144.58,D,ST. GEORGE,SG
062019,2024,1519923403,Alleyne School,ELLERTON PRIMARY,F,77,50,108.71,97.5,206.21,B,ST. GEORGE,SG
062020,2024,1519922295,Christ Church Foundation School,ELLERTON PRIMARY,F,87,84,116.11,115.92,232.03,C,ST. GEORGE,SG
062021,2024,1538595639,The Lester Vaughn School,ELLERTON PRIMARY,M,54,43,91.69,93.7,185.39,E,ST. GEORGE,SG
063001,2024,1833655692,Christ Church Foundation School,WORKMAN'S PRIMARY,M,80,80,110.93,113.75,224.68,D,ST. GEORGE,SG
063002,2024,1833655007,Princess Margaret Secondary,WORKMAN'S PRIMARY,M,16,8,63.57,74.74,138.31,E,ST. JOHN,SJN
063003,2024,1833655106,The Lester Vaughn School,WORKMAN'S PRIMARY,M,58,48,94.65,96.41,191.06,C,ST. GEORGE,SG
063004,2024,1553132001,The Lester Vaughn School,WORKMAN'S PRIMARY,M,63,32,98.35,87.75,186.1,C,ST. GEORGE,SG
063005,2024,1833655107,Christ Church Foundation School,WORKMAN'S PRIMARY,M,91,60,119.07,102.91,221.98,A,ST. GEORGE,SG
063006,2024,1833655103,The Lodge School,WORKMAN'S PRIMARY,M,79,53,110.19,99.12,209.31,C,ST. GEORGE,SG
063007,2024,1833655104,The St Michael School,WORKMAN'S PRIMARY,F,91,97,119.07,122.96,242.03,B,ST. MICHAEL,SM
063008,2024,1833655167,Christ Church Foundation School,WORKMAN'S PRIMARY,F,77,84,108.71,115.92,224.63,B,ST. JOHN,SJN
063009,2024,1833655105,Alleyne School,WORKMAN'S PRIMARY,F,63,59,98.35,102.37,200.72,B,ST. GEORGE,SG
063010,2024,1833655102,Parkinson Secondary School,WORKMAN'S PRIMARY,F,42,12,82.81,76.91,159.72,E,ST. GEORGE,SG
063011,2024,1833655121,Queen's College,WORKMAN'S PRIMARY,F,90,92,118.33,120.25,238.58,B,ST. GEORGE,SG
063012,2024,1833655101,The St Michael School,WORKMAN'S PRIMARY,F,83,95,113.15,121.87,235.02,A,ST. GEORGE,SG
063013,2024,,,WORKMAN'S PRIMARY,F,71,73,104.27,109.96,214.23,C,ST. GEORGE,SG
064001,2024,1532055448,Alexandra Secondary School,EAGLE HALL PRIMARY,M,70,59,103.53,102.37,205.9,C,ST. MICHAEL,SM
064002,2024,1532055449,Coleridge And Parry School,EAGLE HALL PRIMARY,M,55,46,92.43,95.33,187.76,D,ST. MICHAEL,SM
064003,2024,1532055513,Ellerslie Secondary School,EAGLE HALL PRIMARY,M,24,41,69.49,92.62,162.11,E,ST. MICHAEL,SM
064004,2024,1532055539,St Leonard's Boys Secondary School,EAGLE HALL PRIMARY,M,33,23,76.15,82.87,159.02,D,ST. MICHAEL,SM
064005,2024,1532055386,Alleyne School,EAGLE HALL PRIMARY,M,79,68,110.19,107.25,217.44,D,ST. MICHAEL,SM
064006,2024,1532055592,Alexandra Secondary School,EAGLE HALL PRIMARY,M,81,64,111.67,105.08,216.75,C,ST. MICHAEL,SM
064007,2024,1532055446,Ellerslie Secondary School,EAGLE HALL PRIMARY,M,45,24,85.03,83.41,168.44,D,ST. JAMES,SJ
064008,2024,,The Frederick Smith Secondary School,EAGLE HALL PRIMARY,M,16,6,63.57,73.66,137.23,E,ST. MICHAEL,SM
064009,2024,1532055656,Coleridge And Parry School,EAGLE HALL PRIMARY,M,54,61,91.69,103.46,195.15,D,ST. MICHAEL,SM
064010,2024,1532055401,Alexandra Secondary School,EAGLE HALL PRIMARY,M,87,65,116.11,105.62,221.73,C,ST. MICHAEL,SM
064012,2024,1532055514,St Leonard's Boys Secondary School,EAGLE HALL PRIMARY,M,45,38,85.03,91,176.03,D,ST. LUCY,SL
064013,2024,1532055387,Alexandra Secondary School,EAGLE HALL PRIMARY,M,81,59,111.67,102.37,214.04,C,ST. MICHAEL,SM
064014,2024,1532055540,The Lester Vaughn School,EAGLE HALL PRIMARY,M,77,54,108.71,99.66,208.37,D,ST. MICHAEL,SM
064015,2024,1538595616,St Leonard's Boys Secondary School,EAGLE HALL PRIMARY,M,52,23,90.21,82.87,173.08,D,ST. MICHAEL,SM
064016,2024,1532055658,Grantley Adams Memorial School,EAGLE HALL PRIMARY,M,33,3,76.15,72.04,148.19,D,ST. MICHAEL,SM
064017,2024,1532055402,St Leonard's Boys Secondary School,EAGLE HALL PRIMARY,M,40,13,81.33,77.45,158.78,E,ST. JAMES,SJ
064018,2024,1532055489,Alexandra Secondary School,EAGLE HALL PRIMARY,M,76,56,107.97,100.75,208.72,C,ST. MICHAEL,SM
064019,2024,1532055546,Ellerslie Secondary School,EAGLE HALL PRIMARY,M,35,26,77.63,84.5,162.13,E,ST. MICHAEL,SM
064020,2024,1532055519,The Frederick Smith Secondary School,EAGLE HALL PRIMARY,M,24,21,69.49,81.79,151.28,E,ST. MICHAEL,SM
064021,2024,,Parkinson Secondary School,EAGLE HALL PRIMARY,M,15,9,62.83,75.29,138.12,E,ST. MICHAEL,SM
064022,2024,1532055596,St Leonard's Boys Secondary School,EAGLE HALL PRIMARY,M,42,31,82.81,87.2,170.01,D,ST. MICHAEL,SM
064023,2024,1574264206,Parkinson Secondary School,EAGLE HALL PRIMARY,M,42,45,82.81,94.79,177.6,E,ST. MICHAEL,SM
064024,2024,1532055593,The Lester Vaughn School,EAGLE HALL PRIMARY,F,73,52,105.75,98.58,204.33,C,ST. MICHAEL,SM
064025,2024,1532055659,Parkinson Secondary School,EAGLE HALL PRIMARY,F,50,42,88.73,93.16,181.89,D,ST. MICHAEL,SM
064026,2024,1532055594,Parkinson Secondary School,EAGLE HALL PRIMARY,F,44,18,84.29,80.16,164.45,D,ST. MICHAEL,SM
064027,2024,1532055447,Parkinson Secondary School,EAGLE HALL PRIMARY,F,23,17,68.75,79.62,148.37,E,ST. MICHAEL,SM
064028,2024,1532055660,Alleyne School,EAGLE HALL PRIMARY,F,75,63,107.23,104.54,211.77,C,ST. MICHAEL,SM
064029,2024,1532055568,Alexandra Secondary School,EAGLE HALL PRIMARY,F,72,71,105.01,108.87,213.88,D,ST. PETER,SP
064030,2024,1530065158,The Frederick Smith Secondary School,EAGLE HALL PRIMARY,F,42,18,82.81,80.16,162.97,E,ST. MICHAEL,SM
064031,2024,1532055544,Ellerslie Secondary School,EAGLE HALL PRIMARY,F,62,29,97.61,86.12,183.73,D,ST. MICHAEL,SM
064032,2024,,Daryl Jordan Secondary School,EAGLE HALL PRIMARY,F,41,15,82.07,78.54,160.61,D,ST. MICHAEL,SM
064033,2024,1532055450,Ellerslie Secondary School,EAGLE HALL PRIMARY,F,63,31,98.35,87.2,185.55,D,ST. MICHAEL,SM
064034,2024,1532055595,Christ Church Foundation School,EAGLE HALL PRIMARY,F,83,71,113.15,108.87,222.02,B,ST. MICHAEL,SM
064035,2024,1532055597,Daryl Jordan Secondary School,EAGLE HALL PRIMARY,F,37,33,79.11,88.29,167.4,D,ST. MICHAEL,SM
064036,2024,1532055490,Coleridge And Parry School,EAGLE HALL PRIMARY,F,75,49,107.23,96.95,204.18,C,ST. MICHAEL,SM
065001,2024,1519328283,Ellerslie Secondary School,GOOD SHEPHERD PRIMARY,M,54,24,91.69,83.41,175.1,D,ST. JAMES,SJ
065002,2024,1538892405,Queen's College,GOOD SHEPHERD PRIMARY,M,89,93,117.59,120.79,238.38,C,ST. MICHAEL,SM
065003,2024,1538892406,Alexandra Secondary School,GOOD SHEPHERD PRIMARY,M,77,82,108.71,114.83,223.54,D,ST. JAMES,SJ
065004,2024,1538892407,Alexandra Secondary School,GOOD SHEPHERD PRIMARY,M,71,81,104.27,114.29,218.56,C,ST. PETER,SP
065005,2024,1519328241,Deighton Griffith Secondary School,GOOD SHEPHERD PRIMARY,M,67,49,101.31,96.95,198.26,C,CHRIST CHURCH,CC
065006,2024,1543336450,Combermere School,GOOD SHEPHERD PRIMARY,M,83,83,113.15,115.37,228.52,A,ST. MICHAEL,SM
065007,2024,1538892422,St Leonard's Boys Secondary School,GOOD SHEPHERD PRIMARY,M,75,41,107.23,92.62,199.85,D,ST. MICHAEL,SM
065008,2024,1538892409,Coleridge And Parry School,GOOD SHEPHERD PRIMARY,M,74,50,106.49,97.5,203.99,C,ST. JAMES,SJ
065009,2024,1538892424,Alexandra Secondary School,GOOD SHEPHERD PRIMARY,M,79,83,110.19,115.37,225.56,B,ST. PETER,SP
065010,2024,1542044274,Ellerslie Secondary School,GOOD SHEPHERD PRIMARY,M,59,29,95.39,86.12,181.51,C,ST. MICHAEL,SM
065011,2024,1538892410,Alexandra Secondary School,GOOD SHEPHERD PRIMARY,M,78,52,109.45,98.58,208.03,A,ST. JAMES,SJ
065012,2024,1606324811,The St Michael School,GOOD SHEPHERD PRIMARY,M,92,99,119.81,124.04,243.85,C,ST. JAMES,SJ
065013,2024,1538892426,Combermere School,GOOD SHEPHERD PRIMARY,M,81,82,111.67,114.83,226.5,D,ST. JAMES,SJ
065014,2024,1538892405,Alexandra Secondary School,GOOD SHEPHERD PRIMARY,M,79,73,110.19,109.96,220.15,C,ST. JAMES,SJ
065015,2024,1538892428,The Frederick Smith Secondary School,GOOD SHEPHERD PRIMARY,M,26,22,70.97,82.33,153.3,E,ST. JAMES,SJ
065016,2024,1624453383,Graydon Sealy Secondary School,GOOD SHEPHERD PRIMARY,M,60,47,96.13,95.87,192,D,ST. PHILIP,SPL
065017,2024,,The Frederick Smith Secondary School,GOOD SHEPHERD PRIMARY,F,41,12,82.07,76.91,158.98,D,ST. JAMES,SJ
065018,2024,1538892415,Queen's College,GOOD SHEPHERD PRIMARY,F,94,96,121.29,122.42,243.71,A,ST. JAMES,SJ
065019,2024,1519328230,Coleridge And Parry School,GOOD SHEPHERD PRIMARY,F,74,61,106.49,103.46,209.95,D,ST. JAMES,SJ
065020,2024,1528907565,Queen's College,GOOD SHEPHERD PRIMARY,F,94,97,121.29,122.96,244.25,A,ST. JAMES,SJ
065021,2024,1538892416,Parkinson Secondary School,GOOD SHEPHERD PRIMARY,F,38,25,79.85,83.95,163.8,C,ST. MICHAEL,SM
065022,2024,1538892431,Queen's College,GOOD SHEPHERD PRIMARY,F,92,96,119.81,122.42,242.23,B,ST. JAMES,SJ
065023,2024,1538892432,Queen's College,GOOD SHEPHERD PRIMARY,F,95,98,122.03,123.5,245.53,A,ST. JAMES,SJ
065024,2024,1538892433,Coleridge And Parry School,GOOD SHEPHERD PRIMARY,F,69,68,102.79,107.25,210.04,C,ST. JAMES,SJ
065025,2024,1538892418,Queen's College,GOOD SHEPHERD PRIMARY,F,90,94,118.33,121.33,239.66,A,ST. LUCY,SL
065026,2024,1538892434,The Frederick Smith Secondary School,GOOD SHEPHERD PRIMARY,F,28,13,72.45,77.45,149.9,D,ST. JAMES,SJ
065027,2024,1538892472,Alexandra Secondary School,GOOD SHEPHERD PRIMARY,F,81,65,111.67,105.62,217.29,A,ST. LUCY,SL
065028,2024,1538892419,Springer Memorial Secondary School,GOOD SHEPHERD PRIMARY,F,77,25,108.71,83.95,192.66,C,CHRIST CHURCH,CC
065029,2024,1538892473,Daryl Jordan Secondary School,GOOD SHEPHERD PRIMARY,F,45,26,85.03,84.5,169.53,C,ST. PETER,SP
065030,2024,1833656815,Ellerslie Secondary School,GOOD SHEPHERD PRIMARY,F,58,24,94.65,83.41,178.06,D,ST. JAMES,SJ
065031,2024,1534170248,Coleridge And Parry School,GOOD SHEPHERD PRIMARY,F,59,56,95.39,100.75,196.14,C,ST. JAMES,SJ
065032,2024,1541773852,The Frederick Smith Secondary School,GOOD SHEPHERD PRIMARY,F,38,15,79.85,78.54,158.39,D,ST. JAMES,SJ
065033,2024,1538892435,Ellerslie Secondary School,GOOD SHEPHERD PRIMARY,F,57,20,93.91,81.25,175.16,C,ST. JAMES,SJ
065034,2024,1532055632,Coleridge And Parry School,GOOD SHEPHERD PRIMARY,F,76,58,107.97,101.83,209.8,C,ST. JAMES,SJ
065035,2024,1606324812,Harrison College,GOOD SHEPHERD PRIMARY,F,94,93,121.29,120.79,242.08,A,ST. JAMES,SJ
065036,2024,,The Frederick Smith Secondary School,GOOD SHEPHERD PRIMARY,M,2,3,53.21,72.04,125.25,E,ST. PETER,SP
066001,2024,1610727493,Daryl Jordan Secondary School,GRAZETTES PRIMARY,M,14,11,62.09,76.37,138.46,E,ST. MICHAEL,SM
066002,2024,1541109183,Parkinson Secondary School,GRAZETTES PRIMARY,M,19,7,65.79,74.2,139.99,E,ST. MICHAEL,SM
066003,2024,1541109167,The Lodge School,GRAZETTES PRIMARY,M,64,71,99.09,108.87,207.96,C,ST. PHILIP,SPL
066004,2024,1541109184,The Frederick Smith Secondary School,GRAZETTES PRIMARY,M,20,25,66.53,83.95,150.48,D,ST. MICHAEL,SM
066005,2024,1541109168,The Frederick Smith Secondary School,GRAZETTES PRIMARY,M,24,25,69.49,83.95,153.44,E,ST. MICHAEL,SM
066006,2024,1537977057,Coleridge And Parry School,GRAZETTES PRIMARY,M,74,50,106.49,97.5,203.99,B,ST. JAMES,SJ
066007,2024,1541109204,Alexandra Secondary School,GRAZETTES PRIMARY,M,74,59,106.49,102.37,208.86,C,ST. MICHAEL,SM
066008,2024,1602084269,The Lester Vaughn School,GRAZETTES PRIMARY,M,66,38,100.57,91,191.57,C,ST. MICHAEL,SM
066009,2024,1541109187,Alexandra Secondary School,GRAZETTES PRIMARY,M,80,77,110.93,112.12,223.05,A,ST. MICHAEL,SM
066010,2024,1541109170,Coleridge And Parry School,GRAZETTES PRIMARY,M,60,38,96.13,91,187.13,D,ST. MICHAEL,SM
066012,2024,1541109171,The Lester Vaughn School,GRAZETTES PRIMARY,M,59,67,95.39,106.71,202.1,D,ST. MICHAEL,SM
066013,2024,1537476189,Alleyne School,GRAZETTES PRIMARY,M,80,69,110.93,107.79,218.72,D,ST. GEORGE,SG
066014,2024,1542890461,Alexandra Secondary School,GRAZETTES PRIMARY,M,78,73,109.45,109.96,219.41,D,ST. MICHAEL,SM
066015,2024,1542031281,St Leonard's Boys Secondary School,GRAZETTES PRIMARY,M,37,14,79.11,77.99,157.1,D,ST. MICHAEL,SM
066016,2024,1532055635,St Leonard's Boys Secondary School,GRAZETTES PRIMARY,M,41,25,82.07,83.95,166.02,D,ST. MICHAEL,SM
066018,2024,1541109193,The Frederick Smith Secondary School,GRAZETTES PRIMARY,F,16,11,63.57,76.37,139.94,E,ST. MICHAEL,SM
066019,2024,1541109177,Alexandra Secondary School,GRAZETTES PRIMARY,F,76,62,107.97,104,211.97,A,ST. MICHAEL,SM
066020,2024,1541109194,The Frederick Smith Secondary School,GRAZETTES PRIMARY,F,39,12,80.59,76.91,157.5,D,ST. MICHAEL,SM
066021,2024,1541109178,The Frederick Smith Secondary School,GRAZETTES PRIMARY,F,42,32,82.81,87.75,170.56,D,ST. MICHAEL,SM
066022,2024,1530571880,Parkinson Secondary School,GRAZETTES PRIMARY,F,49,18,87.99,80.16,168.15,D,ST. THOMAS,ST
066023,2024,1541109196,Alexandra Secondary School,GRAZETTES PRIMARY,F,83,54,113.15,99.66,212.81,C,ST. MICHAEL,SM
066024,2024,1541109179,Ellerslie Secondary School,GRAZETTES PRIMARY,F,68,35,102.05,89.37,191.42,D,ST. MICHAEL,SM
066025,2024,1541109197,Coleridge And Parry School,GRAZETTES PRIMARY,F,72,41,105.01,92.62,197.63,C,ST. MICHAEL,SM
066026,2024,1833656524,Springer Memorial Secondary School,GRAZETTES PRIMARY,F,73,28,105.75,85.58,191.33,D,ST. MICHAEL,SM
066027,2024,1541109198,Ellerslie Secondary School,GRAZETTES PRIMARY,F,73,47,105.75,95.87,201.62,B,ST. MICHAEL,SM
066028,2024,1530489342,Deighton Griffith Secondary School,GRAZETTES PRIMARY,F,79,44,110.19,94.25,204.44,B,ST. MICHAEL,SM
066029,2024,1527704175,Ellerslie Secondary School,GRAZETTES PRIMARY,F,54,29,91.69,86.12,177.81,C,CHRIST CHURCH,CC
066030,2024,1543947852,Coleridge And Parry School,GRAZETTES PRIMARY,F,62,50,97.61,97.5,195.11,C,ST. MICHAEL,SM
066031,2024,1541109200,Coleridge And Parry School,GRAZETTES PRIMARY,F,80,49,110.93,96.95,207.88,A,ST. MICHAEL,SM
066032,2024,1541109181,Ellerslie Secondary School,GRAZETTES PRIMARY,F,77,50,108.71,97.5,206.21,C,ST. MICHAEL,SM
066033,2024,1541109182,The Frederick Smith Secondary School,GRAZETTES PRIMARY,F,51,12,89.47,76.91,166.38,D,ST. PETER,SP
066034,2024,1542051936,The Lester Vaughn School,GRAZETTES PRIMARY,M,60,40,96.13,92.08,188.21,C,ST. MICHAEL,SM
066035,2024,1541109190,Combermere School,GRAZETTES PRIMARY,M,82,91,112.41,119.71,232.12,C,ST. LUCY,SL
067001,2024,,Alexandra Secondary School,ST JAMES PRIMARY,M,74,71,106.49,108.87,215.36,C,ST. JAMES,SJ
067002,2024,1537571397,Ellerslie Secondary School,ST. JAMES PRIMARY,M,34,35,76.89,89.37,166.26,D,ST. JAMES,SJ
067003,2024,1537571375,Alexandra Secondary School,ST. JAMES PRIMARY,M,89,49,117.59,96.95,214.54,C,ST. JAMES,SJ
067004,2024,1537571438,Alexandra Secondary School,ST. JAMES PRIMARY,M,75,56,107.23,100.75,207.98,D,ST. JAMES,SJ
067005,2024,1537571342,Ellerslie Secondary School,ST. JAMES PRIMARY,M,51,23,89.47,82.87,172.34,D,ST. JAMES,SJ
067006,2024,1537571427,Combermere School,ST. JAMES PRIMARY,M,88,73,116.85,109.96,226.81,C,ST. LUCY,SL
067007,2024,1537571439,The Frederick Smith Secondary School,ST. JAMES PRIMARY,M,22,25,68.01,83.95,151.96,E,ST. JAMES,SJ
067008,2024,1537571376,St Leonard's Boys Secondary School,ST. JAMES PRIMARY,M,76,47,107.97,95.87,203.84,D,ST. MICHAEL,SM
067009,2024,1537571428,Daryl Jordan Secondary School,ST. JAMES PRIMARY,F,44,25,84.29,83.95,168.24,D,ST. JAMES,SJ
067010,2024,1537571497,Alexandra Secondary School,ST. JAMES PRIMARY,F,74,67,106.49,106.71,213.2,B,ST. JAMES,SJ
067011,2024,1518377350,Ellerslie Secondary School,ST JAMES PRIMARY,F,69,27,102.79,85.04,187.83,C,ST. LUCY,SL
067012,2024,1538595626,Daryl Jordan Secondary School,ST JAMES PRIMARY,F,41,32,82.07,87.75,169.82,D,ST. JAMES,SJ
067013,2024,1537571377,Coleridge And Parry School,ST. JAMES PRIMARY,F,74,36,106.49,89.91,196.4,C,ST. PETER,SP
067014,2024,1537571343,Parkinson Secondary School,ST. JAMES PRIMARY,F,37,18,79.11,80.16,159.27,E,ST. MICHAEL,SM
067015,2024,1537571464,Coleridge And Parry School,ST. JAMES PRIMARY,F,70,58,103.53,101.83,205.36,D,ST. JAMES,SJ
067016,2024,1537571473,Alexandra Secondary School,ST. JAMES PRIMARY,F,88,45,116.85,94.79,211.64,C,ST. JAMES,SJ
067017,2024,1537571378,Alexandra Secondary School,ST. JAMES PRIMARY,F,80,71,110.93,108.87,219.8,C,ST. JAMES,SJ
069001,2024,1530065138,St Leonard's Boys Secondary School,SHARON PRIMARY,M,56,20,93.17,81.25,174.42,C,ST. THOMAS,ST
069002,2024,1530065121,Alleyne School,SHARON PRIMARY,M,65,43,99.83,93.7,193.53,C,ST. MICHAEL,SM
069003,2024,1530065151,Parkinson Secondary School,SHARON PRIMARY,M,19,9,65.79,75.29,141.08,E,ST. JAMES,SJ
069004,2024,1530065152,Parkinson Secondary School,SHARON PRIMARY,M,25,13,70.23,77.45,147.68,C,ST. MICHAEL,SM
069005,2024,1530114820,Combermere School,SHARON PRIMARY,M,78,89,109.45,118.62,228.07,C,ST. MICHAEL,SM
069006,2024,1530065122,Alleyne School,SHARON PRIMARY,M,71,57,104.27,101.29,205.56,C,ST. MICHAEL,SM
069007,2024,1530065141,The Lester Vaughn School,SHARON PRIMARY,M,78,79,109.45,113.21,222.66,D,ST. MICHAEL,SM
069008,2024,1530065124,Alleyne School,SHARON PRIMARY,M,69,59,102.79,102.37,205.16,C,ST. THOMAS,ST
069009,2024,1530065142,Coleridge And Parry School,SHARON PRIMARY,M,69,55,102.79,100.21,203,C,ST. MICHAEL,SM
069010,2024,1530065153,St Leonard's Boys Secondary School,SHARON PRIMARY,M,45,8,85.03,74.74,159.77,D,ST. THOMAS,ST
069011,2024,1530065125,Ellerslie Secondary School,SHARON PRIMARY,M,61,19,96.87,80.7,177.57,D,ST. JAMES,SJ
069012,2024,1530065144,Deighton Griffith Secondary School,SHARON PRIMARY,M,73,59,105.75,102.37,208.12,C,CHRIST CHURCH,CC
069013,2024,1530065154,Parkinson Secondary School,SHARON PRIMARY,M,24,3,69.49,72.04,141.53,E,ST. MICHAEL,SM
069014,2024,,The Lester Vaughn School,SHARON PRIMARY,F,61,36,96.87,89.91,186.78,C,ST. MICHAEL,SM
069015,2024,1530152784,Parkinson Secondary School,SHARON PRIMARY,M,18,9,65.05,75.29,140.34,D,ST. THOMAS,ST
069016,2024,1530065146,St Leonard's Boys Secondary School,SHARON PRIMARY,M,58,22,94.65,82.33,176.98,D,ST. THOMAS,ST
069018,2024,1530065127,Combermere School,SHARON PRIMARY,M,89,82,117.59,114.83,232.42,B,ST. MICHAEL,SM
069019,2024,1532024616,Alleyne School,SHARON PRIMARY,M,75,51,107.23,98.04,205.27,B,ST. THOMAS,ST
069021,2024,1530065127,The Lester Vaughn School,SHARON PRIMARY,M,56,35,93.17,89.37,182.54,C,ST. THOMAS,ST
069022,2024,1530065149,The Lester Vaughn School,SHARON PRIMARY,M,65,42,99.83,93.16,192.99,D,ST. MICHAEL,SM
069023,2024,1530065128,Combermere School,SHARON PRIMARY,M,77,84,108.71,115.92,224.63,C,ST. THOMAS,ST
069024,2024,1530065157,The Lodge School,SHARON PRIMARY,M,78,58,109.45,101.83,211.28,D,CHRIST CHURCH,CC
069025,2024,1530065129,Alleyne School,SHARON PRIMARY,M,68,65,102.05,105.62,207.67,C,ST. THOMAS,ST
069026,2024,1530065130,Alleyne School,SHARON PRIMARY,F,73,57,105.75,101.29,207.04,C,ST. MICHAEL,SM
069027,2024,1519328272,Alexandra Secondary School,SHARON PRIMARY,F,79,58,110.19,101.83,212.02,C,ST. JAMES,SJ
069028,2024,1561573477,St George Secondary School,SHARON PRIMARY,F,57,18,93.91,80.16,174.07,D,ST. THOMAS,ST
069029,2024,1530065131,Combermere School,SHARON PRIMARY,F,85,75,114.63,111.04,225.67,A,ST. THOMAS,ST
069030,2024,1530065135,Alleyne School,SHARON PRIMARY,F,82,54,112.41,99.66,212.07,B,ST. THOMAS,ST
069031,2024,1530065140,The Lester Vaughn School,SHARON PRIMARY,F,68,22,102.05,82.33,184.38,C,ST. MICHAEL,SM
069032,2024,1530065132,The Lester Vaughn School,SHARON PRIMARY,F,58,33,94.65,88.29,182.94,B,ST. MICHAEL,SM
069033,2024,1530152789,Parkinson Secondary School,SHARON PRIMARY,F,34,26,76.89,84.5,161.39,C,ST. MICHAEL,SM
069034,2024,1529106588,Alleyne School,SHARON PRIMARY,F,77,52,108.71,98.58,207.29,C,ST. THOMAS,ST
069035,2024,1530065133,Alleyne School,SHARON PRIMARY,F,72,58,105.01,101.83,206.84,B,ST. THOMAS,ST
069036,2024,1530065134,The Lester Vaughn School,SHARON PRIMARY,F,72,65,105.01,105.62,210.63,C,ST. THOMAS,ST
069037,2024,1538168414,The Lester Vaughn School,SHARON PRIMARY,F,63,27,98.35,85.04,183.39,C,ST. THOMAS,ST
069038,2024,1530065136,Springer Memorial Secondary School,SHARON PRIMARY,F,64,76,99.09,111.58,210.67,C,ST. MICHAEL,SM
069039,2024,1530065159,Parkinson Secondary School,SHARON PRIMARY,F,41,11,82.07,76.37,158.44,C,ST. THOMAS,ST
069040,2024,1530065137,Springer Memorial Secondary School,SHARON PRIMARY,F,63,46,98.35,95.33,193.68,D,ST. THOMAS,ST
069041,2024,1543088348,Deighton Griffith Secondary School,SHARON PRIMARY,F,79,67,110.19,106.71,216.9,B,CHRIST CHURCH,CC
069042,2024,1539270586,Parkinson Secondary School,SHARON PRIMARY,F,64,20,99.09,81.25,180.34,D,ST. THOMAS,ST
069043,2024,1538168418,The Lodge School,SHARON PRIMARY,F,80,67,110.93,106.71,217.64,D,CHRIST CHURCH,CC
070001,2024,1833654670,The Frederick Smith Secondary School,LAWRENCE T.GAY MEMORIAL,M,16,9,63.57,75.29,138.86,E,ST. THOMAS,ST
